,R
0,73
1,316
2,615
3,901
4,1188
5,1477
6,1749
7,2062
8,2361
9,2651
10,2942
11,3232
12,3522
13,3796
14,4102
15,4407
16,4704
17,4995
18,5281
19,5569
20,5873
21,6143
22,6451
23,6744
24,7042
25,7332
26,7619
27,7921
28,8184
29,8496
30,8794
31,9088
32,9378
33,9678
34,9951
35,10232
36,10533
37,10839
38,11135
39,11434
40,11725
41,12040
42,12287
43,12575
44,12885
45,13185
46,13479
47,13783
48,14059
49,14339
50,14617
51,14930
52,15233
53,15525
54,15816
55,16118
56,16390
57,16671
58,16967
59,17274
60,17571
61,17869
62,18171
63,18444
64,18724
65,19008
66,19318
67,19616
68,19910
69,20189
70,20492
71,20804
72,21056
73,21362
74,21668
75,21959
76,22249
77,22532
78,22828
79,23101
80,23398
81,23701
82,23998
83,24300
84,24590
85,24877
86,25178
87,25440
88,25747
89,26048
90,26341
91,26634
92,26926
93,27184
94,27489
95,27778
96,28084
97,28380
98,28675
99,28963
100,29250
101,29519
102,29812
103,30144
104,30421
105,30719
106,31012
107,31302
108,31580
109,31861
110,32168
111,32445
112,32734
113,33059
114,33332
115,33618
116,33896
117,34194
118,34498
119,34794
120,35091
121,35359
122,35661
123,35938
124,36225
125,36529
126,36827
127,37123
128,37417
129,37709
130,37977
131,38278
132,38574
133,38872
134,39165
135,39462
136,39754
137,40039
138,40302
139,40607
140,40910
141,41210
142,41511
143,41802
144,42136
145,42372
146,42651
147,42952
148,43244
149,43556
150,43843
151,44140
152,44421
153,44698
154,45002
155,45306
156,45600
157,45897
158,46180
159,46456
160,46745
161,47033
162,47340
163,47636
164,47938
165,48232
166,48526
167,48806
168,49085
169,49391
170,49684
171,49934
172,50247
173,50557
174,50820
175,51097
176,51394
177,51697
178,51994
179,52295
180,52587
181,52875
182,53154
183,53436
184,53739
185,54035
186,54295
187,54584
188,54879
189,55173
190,55464
191,55776
192,56050
193,56348
194,56644
195,56938
196,57226
197,57504
198,57791
199,58094
200,58391
201,58669
202,58951
203,59265
204,59536
205,59816
206,60122
207,60421
208,60712
209,61011
210,61307
211,61589
212,61855
213,62126
214,62458
215,62737
216,63040
217,63333
218,63623
219,63905
220,64188
