,R
0,77
1,370
2,662
3,946
4,1231
5,1515
6,1809
7,2044
8,2402
9,2706
10,2998
11,3282
12,3560
13,3862
14,4170
15,4466
16,4764
17,5060
18,5346
19,5633
20,5918
21,6214
22,6527
23,6823
24,7106
25,7391
26,7670
27,7953
28,8245
29,8539
30,8837
31,9141
32,9431
33,9710
34,9998
35,10282
36,10591
37,10894
38,11191
39,11480
40,11781
41,12066
42,12350
43,12645
44,12949
45,13266
46,13562
47,13842
48,14131
49,14423
50,14710
51,15011
52,15310
53,15607
54,15899
55,16183
56,16464
57,16755
58,17058
59,17358
60,17657
61,17947
62,18227
63,18514
64,18795
65,19080
66,19388
67,19693
68,19989
69,20271
70,20554
71,20837
72,21131
73,21423
74,21729
75,22029
76,22321
77,22603
78,22881
79,23164
80,23453
81,23756
82,24053
83,24345
84,24625
85,24913
86,25197
87,25485
88,25779
89,26088
90,26387
91,26670
92,26952
93,27237
94,27536
95,27833
96,28132
97,28431
98,28727
99,29014
100,29294
101,29580
102,29873
103,30182
104,30487
105,30779
106,31065
107,31348
108,31635
109,31927
110,32224
111,32529
112,32836
113,33127
114,33403
115,33691
116,33980
117,34274
118,34575
119,34870
120,35168
121,35455
122,35736
123,36016
124,36309
125,36605
126,36916
127,37215
128,37499
129,37782
130,38071
131,38356
132,38651
133,38950
134,39252
135,39547
136,39825
137,40096
138,40382
139,40677
140,40970
141,41271
142,41567
143,41849
144,42117
145,42416
146,42697
147,42996
148,43307
149,43603
150,43892
151,44172
152,44455
153,44743
154,45030
155,45323
156,45628
157,45925
158,46204
159,46478
160,46759
161,47037
162,47334
163,47632
164,47919
165,48202
166,48486
167,48766
168,49040
169,49323
170,49618
171,49923
172,50214
173,50491
174,50771
175,51056
176,51339
177,51626
178,51921
179,52216
180,52506
181,52784
182,53063
183,53341
184,53631
185,53923
186,54219
187,54507
188,54784
189,55064
190,55343
191,55625
192,55908
193,56207
194,56502
195,56784
196,57055
197,57333
198,57615
199,57900
200,58192
201,58490
202,58788
203,59077
204,59354
205,59631
206,59919
207,60214
208,60515
209,60817
210,61105
211,61391
212,61680
213,61963
214,62247
215,62547
216,62852
217,63154
218,63438
219,63711
220,63998
221,64288
222,64581
223,64876
224,65174
225,65464
226,65750
227,66030
228,66307
229,66604
230,66792
231,67130
232,67434
233,67728
234,68007
235,68302
236,68594
237,68886
238,69191
239,69503
240,69796
241,70073
242,70357
243,70643
244,70941
245,71240
246,71539
247,71845
248,72138
249,72417
250,72703
251,72998
252,73301
253,73611
254,73911
255,74196
256,74483
257,74767
258,74986
259,75332
260,75632
261,75934
262,76233
263,76515
264,76785
265,77074
266,77366
267,77663
268,77954
269,78251
270,78539
271,78824
272,79100
273,79386
274,79689
275,79991
276,80290
277,80583
278,80868
279,81152
280,81439
281,81730
282,82030
283,82335
284,82636
285,82927
286,83209
287,83492
288,83794
289,84103
290,84407
291,84709
292,85010
293,85303
294,85580
295,85870
296,86171
297,86478
298,86780
299,87079
300,87364
301,87652
302,87941
303,88232
304,88530
305,88834
306,89135
307,89421
308,89703
309,89988
310,90286
311,90590
312,90885
313,91190
314,91481
315,91761
316,92046
317,92338
318,92633
319,92944
320,93246
321,93534
322,93824
323,94102
324,94395
325,94693
326,94996
327,95298
328,95606
329,95893
330,96171
331,96450
332,96746
333,97050
334,97348
335,97644
336,97936
337,98228
338,98508
339,98789
340,99084
341,99382
342,99579
343,99930
344,100218
345,100496
346,100781
347,101071
348,101361
349,101653
350,101941
351,102234
352,102516
353,102793
354,103074
355,103371
356,103669
357,103964
358,104261
359,104545
360,104830
361,105118
362,105407
363,105707
364,106015
365,106314
366,106600
367,106882
368,107159
369,107453
370,107750
371,108045
372,108342
373,108643
374,108926
375,109199
376,109486
377,109772
378,110076
379,110374
380,110673
