,R
0,310
1,726
2,1143
3,1553
4,1965
5,2358
6,2742
7,3166
8,3568
9,3961
10,4352
11,4728
12,5140
13,5547
14,5938
15,6327
16,6710
17,7091
18,7506
19,7905
20,8296
21,8677
22,9061
23,9474
24,9897
25,10296
26,10697
27,11109
28,11515
29,11946
30,12362
31,12755
32,13156
33,13549
34,13956
35,14378
36,14767
37,15156
38,15539
39,15957
40,16362
41,16767
42,17150
43,17532
44,17929
45,18324
46,18724
47,19115
48,19478
49,19843
50,20244
51,20632
52,21024
53,21399
54,21770
55,22140
56,22545
57,22937
58,23331
59,23704
60,24076
61,24470
62,24870
63,25257
64,25647
65,26019
66,26377
67,26781
68,27169
69,27550
70,27933
71,28296
72,28666
73,29065
74,29455
75,29835
76,30211
77,30569
78,30765
79,31349
80,31731
81,32123
82,32494
83,32854
84,33248
85,33649
86,34021
87,34404
88,34782
89,35148
90,35551
91,35951
92,36334
93,36721
94,37090
95,37490
96,37893
97,38287
98,38676
99,39066
100,39443
101,39851
102,40254
103,40649
104,41027
105,41414
106,41823
107,42228
108,42629
109,43019
110,43414
111,43813
112,44221
113,44630
114,45030
115,45411
116,45606
117,46201
118,46615
119,47010
120,47404
121,47786
122,48188
123,48589
124,48985
125,49379
126,49760
127,50133
128,50544
129,50939
130,51327
131,51723
132,52097
133,52497
134,52900
135,53305
136,53697
137,54088
138,54459
139,54872
140,55278
141,55661
142,56055
143,56433
144,56811
145,57223
146,57611
147,57990
148,58377
149,58736
150,59143
151,59545
152,59927
153,60311
154,60695
155,61077
156,61488
157,61889
158,62277
159,62667
160,63046
161,63450
162,63865
163,64257
164,64642
165,65043
166,65428
167,65843
168,66252
169,66633
170,67027
171,67402
172,67809
173,68223
174,68607
175,68994
176,69378
177,69598
178,70156
179,70555
180,70935
181,71311
182,71666
183,72072
184,72457
185,72853
186,73229
187,73609
188,73986
189,74395
190,74795
191,75199
192,75589
193,75963
194,76389
195,76795
196,77197
197,77597
198,77977
199,78367
200,78779
201,79176
202,79576
203,79950
204,80322
205,80510
206,81113
207,81494
208,81878
209,82243
210,82608
211,83001
212,83389
213,83756
214,84131
215,84494
216,84866
217,85266
218,85654
219,86032
220,86416
221,86782
222,87131
223,87598
224,87990
225,88388
226,88768
227,88951
228,89347
229,89909
230,90299
231,90698
232,90920
233,91464
234,91875
235,92272
236,92660
237,92961
238,93430
239,93842
240,94260
241,94648
242,94869
243,95418
244,95825
245,96235
246,96629
247,97013
248,97406
249,97780
250,98190
251,98591
252,98983
253,99363
254,99739
255,100144
256,100525
257,100946
258,101335
259,101721
260,102111
261,102522
262,102926
263,103328
264,103668
265,104061
266,104522
267,104925
268,105321
269,105514
270,106075
271,106483
272,106893
273,107283
274,107503
275,108047
276,108417
277,108831
278,109220
279,109405
280,109957
281,110334
282,110691
283,111089
284,111470
285,111837
286,112204
287,112562
288,112919
289,113312
290,113684
291,114059
292,114434
293,114800
294,115180
295,115584
296,115955
297,116335
298,116704
299,117067
300,117456
301,117854
302,118234
303,118613
304,119001
305,119374
306,119786
307,120191
308,120569
309,120949
310,121319
311,121706
312,122093
313,122248
314,122818
315,123190
316,123540
317,123919
318,124309
319,124668
320,125035
321,125395
322,125756
323,126138
324,126529
325,126903
326,127269
327,127640
328,128017
329,128402
330,128796
331,129172
332,129531
333,129903
334,130288
335,130682
336,131012
337,131454
338,131827
339,132186
340,132586
341,132960
342,133355
343,133730
344,133961
345,134476
346,134880
347,135264
348,135649
349,136026
350,136380
351,136774
352,137175
353,137552
354,137951
355,138326
356,138701
357,139105
358,139509
359,139892
360,140282
361,140604
362,141046
363,141456
364,141848
365,142229
366,142611
367,142976
368,143376
369,143784
370,144168
371,144556
372,144946
373,145324
374,145555
375,146136
376,146528
377,146925
378,147292
379,147519
380,148102
381,148496
382,148878
383,149259
384,149533
385,150041
386,150454
387,150830
388,151208
389,151577
390,151964
391,152357
392,152743
393,153113
394,153494
395,153866
396,154258
397,154658
398,154996
399,155412
400,155789
401,156160
402,156558
403,156946
404,157328
405,157701
406,158079
407,158479
408,158886
409,159270
410,159666
411,160048
412,160254
413,160847
414,161261
415,161669
416,162059
417,162454
418,162878
419,163299
420,163705
421,164106
422,164345
423,164923
424,165348
425,165749
426,166152
427,166542
428,166935
429,167364
430,167761
431,168157
432,168559
433,168916
434,169361
435,169770
436,170161
437,170551
438,170929
439,171218
440,171737
441,172124
442,172516
443,172893
444,173270
445,173670
446,174082
447,174465
448,174846
449,175240
450,175635
451,176048
452,176454
453,176851
454,177072
455,177633
456,178060
457,178483
458,178871
459,179092
460,179637
461,180054
462,180461
463,180835
464,181230
465,181604
466,181992
467,182387
468,182792
469,183170
470,183463
471,183904
472,184305
473,184702
474,185091
475,185323
476,185841
477,186025
478,186594
479,186990
480,187367
481,187734
482,188098
483,188463
484,188860
485,189250
486,189638
487,190016
488,190379
489,190785
490,191190
491,191579
492,191973
493,192351
494,192718
495,193133
496,193369
497,193916
498,194303
499,194667
500,195057
501,195463
502,195825
503,196242
504,196628
505,196998
506,197415
507,197826
508,198214
509,198614
510,198993
511,199389
512,199802
513,200181
514,200582
515,200973
516,201344
517,201753
518,202152
519,202538
520,202915
521,203123
522,203671
523,204085
524,204481
525,204866
526,205036
527,205596
528,205998
529,206385
530,206762
531,207120
532,207482
533,207842
534,208207
535,208584
536,208946
537,209305
538,209656
539,210003
540,210371
541,210723
542,211088
543,211436
544,211779
545,212126
546,212496
547,212867
548,213220
549,213571
550,213906
551,214256
552,214615
553,214974
554,215327
555,215682
556,216019
557,216353
558,216697
559,217059
560,217404
561,217735
562,218071
563,218394
564,218736
565,219084
566,219422
567,219752
568,220089
569,220415
570,220729
571,221089
572,221435
573,221769
574,222110
575,222439
576,222758
577,223105
578,223462
579,223803
580,224129
581,224461
582,224792
583,225105
584,225467
585,225806
586,226130
587,226460
588,226754
589,227088
590,227415
591,227765
592,228104
593,228421
594,228744
595,229072
596,229385
597,229722
598,230074
599,230401
600,230731
601,231056
602,231385
603,231723
604,232068
605,232422
606,232755
607,233083
608,233415
609,233751
610,234098
611,234457
612,234797
613,235141
614,235472
615,235804
616,236174
617,236541
618,236910
619,237261
620,237615
621,237949
622,238338
623,238704
624,239068
625,239428
626,239769
627,240107
628,240479
629,240843
630,241191
631,241545
632,241882
633,242210
634,242586
635,242948
636,243306
637,243661
638,244010
639,244351
640,244720
641,245106
642,245471
643,245845
644,246201
645,246548
646,246937
647,247325
648,247684
649,248067
650,248426
651,248776
652,249158
653,249541
654,249899
655,250269
656,250621
657,250965
658,251340
659,251716
660,251975
661,252154
662,252336
663,252507
664,252791
665,252944
666,253286
667,253746
668,254124
669,254485
670,254848
671,255189
672,255558
673,255938
674,256307
675,256671
676,257035
677,257379
678,257770
679,258151
680,258519
681,258878
682,259242
683,259591
684,259968
685,260351
686,260722
687,261082
688,261451
689,261812
690,262198
691,262587
692,262966
693,263333
694,263603
695,264093
696,264484
697,264870
698,265244
699,265592
700,265965
701,266355
702,266737
703,267105
704,267483
705,267844
706,268211
707,268524
708,268999
709,269383
710,269764
711,270133
712,270517
713,270916
714,271145
715,271681
716,272055
717,272412
718,272803
719,273187
720,273565
721,273932
722,274293
723,274624
724,275002
725,275373
726,275732
727,276083
728,276423
729,276747
730,277112
731,277479
732,277814
733,278153
734,278493
735,278823
736,279155
737,279519
738,279873
739,280219
740,280555
741,280894
742,281219
743,281589
744,281949
745,282286
746,282634
747,282982
748,283314
749,283682
750,284061
751,284418
752,284773
753,285127
754,285465
755,285829
756,286209
757,286557
758,286914
759,287260
760,287598
761,287961
762,288337
763,288688
764,289032
765,289372
766,289707
767,290061
768,290425
769,290780
770,291130
771,291470
772,291815
773,292172
774,292531
775,292909
776,293258
777,293601
778,293953
779,294309
780,294676
781,295044
782,295403
783,295749
784,296093
785,296374
786,296833
787,297213
788,297582
789,297936
790,298295
791,298650
792,299043
793,299411
794,299778
795,300130
796,300482
797,300854
798,301244
799,301538
800,301990
801,302347
802,302699
803,303078
804,303467
805,303828
806,304207
807,304560
808,304908
809,305146
810,305669
811,306030
812,306399
813,306751
814,307091
815,307471
816,307850
817,308204
818,308571
819,308918
820,309248
821,309610
822,309982
823,310328
824,310689
825,311042
826,311367
827,311739
828,312117
829,312466
830,312824
831,313174
832,313513
833,313879
834,314260
835,314626
836,314985
837,315338
838,315673
839,316051
840,316421
841,316783
842,317139
843,317494
844,317835
845,318193
846,318562
847,318919
848,319261
849,319605
850,319936
851,320290
852,320660
853,321017
854,321358
855,321697
856,322038
857,322375
858,322737
859,323095
860,323443
861,323781
862,324111
863,324461
864,324815
865,325175
866,325512
867,325856
868,326195
869,326526
870,326896
871,327248
872,327587
873,327941
874,328272
875,328601
876,328981
877,329348
878,329702
879,330055
880,330404
881,330739
882,331120
883,331493
884,331846
885,332189
886,332531
887,332862
888,333209
889,333580
890,333932
891,334275
892,334623
893,334965
894,335301
895,335677
896,336031
897,336376
898,336719
899,337058
900,337390
901,337771
902,338130
903,338474
904,338821
905,339168
906,339500
907,339869
908,340237
909,340566
910,340910
911,341244
912,341563
913,341910
914,342270
915,342618
916,342947
917,343282
918,343626
919,343965
920,344338
921,344700
922,345037
923,345379
924,345721
925,346064
926,346420
927,346789
928,347129
929,347473
930,347815
931,348139
932,348502
933,348877
934,349227
935,349574
936,349915
937,350256
938,350627
939,350985
940,351341
941,351682
942,352023
943,352345
944,352702
945,353062
946,353414
947,353760
948,354086
949,354272
950,354756
951,355043
952,355441
953,355778
954,355971
955,356430
956,356743
957,357102
958,357441
959,357767
960,358105
961,358421
962,358739
963,359070
964,359429
965,359773
966,360100
967,360435
968,360760
969,361079
970,361431
971,361782
972,362114
973,362459
974,362793
975,363114
976,363463
977,363834
978,364191
979,364529
980,364878
981,365212
982,365552
983,365912
984,366267
985,366603
986,366946
987,367284
988,367606
989,367967
990,368338
991,368674
992,369019
993,369364
994,369685
995,370046
996,370403
997,370746
998,371079
999,371416
1000,371737
1001,372064
1002,372412
1003,372760
1004,373083
1005,373411
1006,373740
1007,374049
1008,374398
1009,374735
1010,375068
1011,375395
1012,375722
1013,376050
1014,376385
1015,376738
1016,377093
1017,377432
1018,377768
1019,378106
1020,378433
1021,378783
1022,379129
1023,379482
1024,379814
1025,380137
1026,380467
1027,380813
1028,381162
1029,381508
1030,381845
1031,382173
1032,382506
1033,382853
1034,383201
1035,383549
1036,383891
1037,384220
1038,384551
1039,384887
1040,385239
1041,385589
1042,385915
1043,386265
1044,386595
1045,386910
1046,387279
1047,387631
1048,387980
1049,388320
1050,388658
1051,388983
1052,389327
1053,389700
1054,390046
1055,390381
1056,390722
1057,391054
1058,391378
1059,391749
1060,392094
1061,392421
1062,392751
1063,393091
1064,393406
1065,393759
1066,394126
1067,394463
1068,394801
1069,395139
1070,395476
1071,395824
1072,396202
1073,396556
1074,396888
1075,397226
1076,397562
1077,397886
1078,398237
1079,398592
1080,398916
1081,399249
1082,399574
1083,399890
1084,400236
1085,400592
1086,400934
1087,401255
1088,401579
1089,401910
1090,402233
1091,402569
1092,402919
1093,403244
1094,403573
1095,403899
1096,404225
1097,404570
1098,404926
1099,405278
1100,405610
1101,405942
1102,406271
1103,406604
1104,406949
1105,407298
1106,407624
1107,407946
1108,408270
1109,408593
1110,408943
1111,409284
1112,409624
1113,409956
1114,410282
1115,410602
1116,410945
1117,411288
1118,411627
1119,411956
1120,412275
1121,412596
1122,412912
1123,413264
1124,413611
1125,413952
1126,414294
1127,414624
1128,414943
1129,415303
1130,415666
1131,416004
1132,416350
1133,416677
1134,417000
1135,417325
1136,417690
1137,418029
1138,418358
1139,418697
1140,419023
1141,419336
1142,419689
1143,420046
1144,420376
1145,420710
1146,421042
1147,421360
1148,421695
1149,422040
1150,422389
1151,422710
1152,423050
1153,423372
1154,423683
1155,424030
1156,424379
1157,424716
1158,425047
1159,425383
1160,425709
1161,426045
1162,426405
1163,426766
1164,427100
1165,427440
1166,427775
1167,428101
1168,428453
1169,428801
1170,429139
1171,429468
1172,429805
1173,430123
1174,430465
1175,430818
1176,431163
1177,431493
1178,431821
1179,432148
1180,432478
1181,432828
1182,433170
1183,433509
1184,433834
1185,434168
1186,434493
1187,434832
1188,435182
1189,435523
1190,435849
1191,436165
1192,436489
1193,436810
1194,437148
1195,437488
1196,437815
1197,438134
1198,438452
1199,438767
1200,439109
1201,439456
1202,439790
1203,440129
1204,440452
1205,440786
1206,441127
1207,441474
1208,441828
1209,442165
1210,442508
1211,442844
1212,443182
1213,443544
1214,443907
1215,444245
1216,444589
1217,444920
1218,445232
1219,445582
1220,445922
1221,446263
1222,446585
1223,446909
1224,447228
1225,447540
1226,447891
1227,448223
1228,448543
1229,448862
1230,449175
1231,449471
1232,449789
1233,450124
1234,450440
1235,450745
1236,451045
1237,451349
1238,451632
1239,451930
1240,452272
1241,452587
1242,452886
1243,453194
1244,453497
1245,453798
1246,454110
1247,454451
1248,454785
1249,455089
1250,455400
1251,455713
1252,456008
1253,456337
1254,456676
1255,457006
1256,457316
1257,457624
1258,457938
1259,458248
1260,458574
1261,458916
1262,459246
1263,459552
1264,459861
1265,460175
