,R
0,351
1,724
2,1086
3,1448
4,1829
5,2197
6,2571
7,2918
8,3234
9,3571
10,3931
11,4281
12,4612
13,4947
14,5255
15,5558
16,5863
17,6174
18,6472
19,6757
20,7045
21,7336
22,7615
23,7897
24,8183
25,8475
26,8758
27,9025
28,9271
29,9517
30,9769
31,10038
32,10315
33,10583
34,10885
35,11244
36,11588
37,11935
38,12287
39,12649
40,13001
41,13319
42,13617
43,13918
44,14227
45,14564
46,14903
47,15231
48,15561
49,15900
50,16245
51,16605
52,16998
53,17354
54,17701
55,18026
56,18333
57,18644
58,18964
59,19275
60,19579
61,19869
62,20136
63,20406
64,20690
65,20989
66,21300
67,21637
68,22008
69,22364
70,22689
71,23016
72,23364
73,23719
74,24048
75,24362
76,24683
77,25010
78,25338
79,25697
80,26068
81,26434
82,26787
83,27138
84,27471
85,27810
86,28161
87,28500
88,28801
89,29105
90,29408
91,29712
92,30024
93,30334
94,30630
95,30920
96,31190
97,31462
98,31726
99,32014
100,32336
101,32667
102,32867
103,33045
104,33476
105,33653
106,33820
107,34305
108,34666
109,34858
110,35280
111,35468
112,35638
113,36101
114,36290
115,36757
116,36951
117,37123
118,37581
119,37913
120,38092
121,38267
122,38755
123,38939
124,39118
125,39590
126,39903
127,40085
128,40255
129,40714
130,41033
131,41222
132,41395
133,41837
134,42003
135,42439
136,42625
137,42798
138,43275
139,43460
140,43906
141,44084
142,44507
143,44692
144,44867
145,45350
146,45547
147,45976
148,46156
149,46323
150,46777
151,46956
152,47413
153,47606
154,47780
155,48225
156,48413
157,48568
158,49009
159,49191
160,49374
161,49835
162,50022
163,50424
164,50607
165,50773
166,51212
167,51400
168,51850
169,52037
170,52211
171,52661
172,52836
173,53275
174,53578
175,53873
176,54074
177,54253
178,54716
179,54888
180,55063
181,55559
182,55747
183,56227
184,56548
185,56842
186,57174
187,57495
188,57684
189,57875
190,58345
191,58534
192,58992
193,59170
194,59332
195,59769
196,59954
197,60432
198,60636
199,61082
200,61277
201,61729
202,62099
203,62488
204,62823
205,63128
206,63499
207,63691
208,63864
209,64035
210,64568
211,64766
212,65287
213,65705
214,66104
215,66485
216,66886
217,67302
218,67702
219,68094
220,68464
221,68869
222,69270
223,69635
224,69964
225,70280
226,70618
227,70998
228,71407
229,71815
230,72193
231,72559
232,72945
233,73336
234,73730
235,74087
236,74408
237,74742
238,75138
239,75514
240,75907
241,76287
242,76670
243,77024
244,77400
245,77771
246,78156
247,78500
248,78856
249,79261
250,79650
251,80033
252,80374
253,80686
254,81019
255,81390
256,81804
257,82213
258,82585
259,82944
260,83307
261,83663
262,84034
263,84435
264,84836
265,85213
266,85600
267,86011
268,86380
269,86755
270,87132
271,87507
272,87888
273,88298
274,88711
275,89096
276,89430
277,89742
278,90057
279,90398
280,90777
281,91133
282,91454
283,91753
284,92046
285,92345
286,92658
287,93015
288,93393
289,93713
290,94034
291,94375
292,94716
293,95041
294,95380
295,95716
296,95905
297,96335
298,96662
299,97008
300,97330
301,97620
302,97909
303,98217
304,98513
305,98819
