,R
0,88
1,442
2,789
3,1155
4,1493
5,1821
6,2157
7,2517
8,2889
9,3238
10,3593
11,3924
12,4105
13,4602
14,4971
15,5350
16,5715
17,6115
18,6479
19,6886
20,7287
21,7687
22,8056
23,8432
24,8804
25,9196
26,9586
27,9963
28,10325
29,10696
30,10876
31,11453
32,11819
33,12174
34,12509
35,12856
36,13236
37,13644
38,14073
39,14467
40,14847
41,15222
42,15620
43,16018
44,16403
45,16788
46,17161
47,17534
48,17932
49,18327
50,18685
51,19045
52,19416
53,19802
54,20193
55,20586
56,20942
57,21308
58,21676
59,22054
60,22427
61,22794
62,23189
63,23610
64,24037
65,24454
66,24850
67,25232
68,25617
69,25991
70,26386
71,26787
72,27181
73,27545
74,27926
75,28313
76,28717
77,29100
78,29455
79,29796
80,30150
81,30545
82,30976
83,31420
84,31855
85,32262
86,32698
87,33121
88,33513
89,33889
90,34259
91,34625
92,35018
93,35414
94,35764
95,36115
96,36473
97,36849
98,37297
99,37781
100,38198
101,38590
102,38991
103,39388
104,39780
105,40170
106,40538
107,40915
108,41308
109,41701
110,42092
111,42468
112,42839
113,43221
114,43618
115,44008
116,44391
117,44777
118,45147
119,45518
120,45906
121,46305
122,46660
123,47006
124,47352
125,47727
126,48194
127,48638
128,49009
129,49393
130,49781
131,50177
132,50545
133,50914
134,51267
135,51623
136,52009
137,52396
138,52775
139,53149
140,53501
141,53865
142,54260
143,54662
144,55039
145,55411
146,55782
147,56173
148,56565
149,56968
150,57329
151,57712
152,58080
153,58484
154,58867
155,59289
156,59649
157,60002
158,60370
159,60787
160,61180
161,61581
162,61953
163,62322
164,62698
165,63108
166,63491
167,63872
168,64247
169,64615
170,64995
171,65393
172,65792
173,66159
174,66541
175,66912
176,67296
177,67685
178,68075
179,68451
180,68799
181,69173
182,69528
183,69921
184,70276
185,70727
186,71158
187,71628
188,72057
189,72458
190,72839
191,73220
192,73604
193,74004
194,74393
195,74779
196,75132
197,75511
198,75893
199,76309
200,76703
201,77062
202,77435
203,77829
204,78197
205,78592
206,78977
207,79338
208,79724
209,80112
210,80492
211,80860
212,81217
213,81557
214,81901
215,82281
216,82675
217,83134
218,83545
219,83824
220,84360
221,84809
222,85225
223,85583
224,85966
225,86317
226,86710
227,87078
228,87466
229,87837
230,88216
231,88598
232,88987
233,89411
234,89812
235,90197
236,90563
237,90960
238,91358
239,91751
240,92122
241,92493
242,92866
243,93264
244,93626
245,94006
246,94366
247,94731
248,95073
249,95449
250,95873
251,96330
252,96765
253,97144
254,97562
255,97981
256,98352
257,98705
258,99067
259,99443
260,99837
261,100213
262,100582
263,100944
264,101307
265,101669
266,102038
267,102402
268,102775
269,103219
270,103622
271,104043
272,104459
273,104843
274,105227
275,105602
276,105983
277,106382
278,106797
279,107176
280,107330
281,107593
282,107948
283,108340
284,108737
285,109143
286,109534
287,109890
288,110301
289,110713
290,111101
291,111501
292,111863
293,112247
294,112653
295,113049
296,113436
297,113820
298,114200
299,114572
300,114991
301,115379
302,115770
303,116143
304,116524
305,116894
306,117314
307,117713
308,118096
309,118478
310,118872
311,119262
312,119678
313,120058
314,120427
315,120815
316,121217
317,121617
318,122010
319,122401
320,122743
321,123110
322,123491
323,123889
324,124265
325,124640
326,124999
327,125381
328,125766
329,126170
330,126542
331,126926
332,127308
333,127684
334,128085
335,128499
336,128859
337,129253
338,129627
339,130018
340,130421
341,130809
342,131189
343,131556
344,131950
345,132342
346,132736
347,133099
348,133456
349,133796
350,134161
351,134542
352,134927
353,135408
354,135847
355,136258
356,136659
357,137075
358,137448
359,137830
360,138216
361,138599
362,139014
363,139400
364,139773
365,140149
366,140538
367,140940
368,141329
369,141718
370,142094
371,142469
372,142884
373,143288
374,143692
375,144080
376,144465
377,144847
378,145268
379,145670
380,146060
381,146459
382,146841
383,147252
384,147663
385,148070
386,148451
387,148842
388,149237
389,149641
390,150057
391,150445
392,150825
393,151220
394,151612
395,152019
396,152405
397,152788
398,153143
399,153537
400,153921
401,154306
402,154673
403,155043
404,155415
405,155798
406,156213
407,156583
408,156945
409,157319
410,157701
411,158079
412,158473
413,158842
414,159200
415,159558
416,159958
417,160448
418,160892
419,161290
420,161684
421,162064
422,162463
423,162838
424,163229
425,163582
426,163942
427,164329
428,164722
429,165111
430,165493
431,165870
432,166247
433,166630
434,167033
435,167420
436,167784
437,168145
438,168523
439,168905
440,169304
441,169686
442,170047
443,170425
444,170801
445,171188
446,171581
447,171955
448,172326
449,172683
450,173070
451,173452
452,173824
453,174185
454,174536
455,174874
456,175254
457,175679
458,176132
459,176528
460,176909
461,177286
462,177682
463,178074
464,178437
465,178786
466,179155
467,179500
468,179844
469,180041
470,180621
471,181027
472,181400
473,181790
474,182158
475,182556
476,182920
477,183273
478,183648
479,184038
480,184418
481,184796
482,185164
483,185508
484,185873
485,186356
486,186808
487,187213
488,187601
489,187978
490,188368
491,188775
492,189148
493,189502
494,189876
495,190235
496,190619
497,191003
498,191362
499,191697
500,192059
501,192429
502,192881
503,193342
504,193553
505,194133
506,194553
507,194944
508,195319
509,195696
510,196072
511,196433
512,196803
513,197180
514,197550
515,197906
516,198371
517,198826
518,199241
519,199660
520,200045
521,200415
522,200792
523,201187
524,201574
525,201971
526,202342
527,202704
528,203074
529,203467
530,203835
531,204214
532,204608
533,205063
534,205495
535,205731
536,206305
537,206704
538,207065
539,207434
540,207811
541,208205
542,208574
543,208929
544,209293
545,209649
546,210016
547,210460
548,210887
549,211265
550,211640
551,212015
552,212404
553,212809
554,213190
555,213547
556,213941
557,214332
558,214710
559,215094
560,215469
561,215837
562,216215
563,216619
564,216994
565,217354
566,217728
567,218073
568,218440
569,218906
570,219385
571,219806
572,220207
573,220597
574,220989
575,221206
576,221738
577,222085
578,222447
579,222805
580,223215
581,223664
582,224051
583,224436
584,224821
585,225226
586,225611
587,225999
588,226369
589,226742
590,227128
591,227530
592,227899
593,228274
594,228634
595,229005
596,229380
597,229755
598,230134
599,230481
600,230948
601,231371
602,231783
603,232181
604,232586
605,232964
606,233372
607,233748
608,234137
609,234516
610,234868
611,235230
612,235593
613,236000
614,236380
615,236750
616,237124
617,237487
618,237839
619,238302
620,238802
621,239205
622,239640
623,240024
624,240446
625,240857
626,241220
627,241587
628,241986
629,242385
630,242786
631,243162
632,243519
633,243881
634,244254
635,244655
636,245037
637,245427
638,245782
639,246151
640,246542
641,246948
642,247341
643,247732
644,248114
645,248503
646,248908
647,249312
648,249688
649,250054
650,250435
651,250822
652,251220
653,251606
654,251973
655,252321
656,252678
657,253029
658,253419
659,253873
660,254259
661,254623
662,255022
663,255412
664,255797
665,256157
666,256506
667,256842
668,257187
669,257615
670,257956
671,258301
672,258629
673,259090
674,259490
675,259930
676,260310
677,260665
678,261018
679,261386
680,261745
681,262114
682,262474
683,262958
684,263192
685,263670
686,264186
687,264555
688,264949
689,265315
690,265681
691,266082
692,266473
693,266848
694,267211
695,267557
696,267931
697,268510
698,268697
699,268976
700,269368
701,269782
702,270176
703,270574
704,270988
705,271373
706,271749
707,272129
708,272520
709,272906
710,273277
711,273633
712,273989
713,274451
714,274894
715,275301
716,275687
717,276052
718,276430
719,276816
720,277186
721,277565
722,277905
723,278289
724,278657
725,279048
726,279432
727,279793
728,280145
729,280500
730,280944
731,281419
732,281865
733,282251
734,282633
735,283030
736,283437
737,283831
738,284221
739,284593
740,284955
741,285350
742,285740
743,286128
744,286496
745,286861
746,287229
747,287614
748,287995
749,288349
750,288741
751,289160
752,289564
753,289944
754,290324
755,290678
756,291025
757,291381
758,291731
759,292106
760,292485
761,292846
